Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
72	345.53275	471.29517	1493.5653	9.966005	13.420428	9.536743e-07	13.420429	13.420429	200.0	200.0	719999	257.04913	413.43478	1084.7502	-3906.2087	257.0477	413.42532	1097.7726	-3934.3625	3.5541484	3.394905	49.625725	-13.364368	-255.43935	1280.8672	28550.87662100792
73	1057.0457	460.8329	1538.5975	7.1071305	575.0856	0.0	575.0856	575.0856	200.0	200.0	729999	251.17685	412.81033	1097.0419	-3952.1626	251.17165	412.79047	1110.4519	-3947.7686	3.6029732	3.388213	46.432262	-12.471121	-249.46735	1285.9774	28862.27124762535
74	926.2159	538.7974	1543.6697	4.145118	1396.4656	0.0	1396.4656	1396.4656	200.0	200.0	739999	256.05112	416.9594	1105.3582	-4018.1882	256.04846	416.92197	1120.7501	-4117.131	3.786315	3.3734076	41.318348	-13.605131	-254.52698	1325.657	29161.13832759857
75	826.99164	539.94666	1486.4003	9.559071	1303.0549	0.00012207031	1303.055	1303.055	200.0	200.0	749999	258.34515	421.94266	1105.1993	-4074.2146	258.34244	421.9278	1113.8439	-4083.454	3.694111	3.4032583	48.40133	-14.263134	-256.76984	1344.2257	29462.205726623535
76	941.8283	433.95367	1493.59	10.240684	390.00067	0.0	390.00067	390.00067	200.0	200.0	759999	260.7975	423.83832	1109.7957	-4268.7134	260.79602	423.8162	1117.1057	-4238.4004	3.7891386	3.372276	49.631878	-12.430705	-259.29865	1385.8018	29767.652959108353
77	969.59296	452.28198	1517.351	6.8964906	38.115517	0.0	38.115517	38.115517	200.0	200.0	769999	261.0697	424.75388	1093.3151	-4393.7246	261.0715	424.7395	1086.3109	-4335.0166	3.6913097	3.3757393	47.583397	-12.786952	-259.4709	1348.704	30063.90850687027
78	963.7346	470.9485	1495.2235	7.657416	1314.9281	0.00012207031	1314.9282	1314.9282	200.0	200.0	779999	259.23508	424.8864	1094.925	-4339.268	259.23105	424.86526	1091.4635	-4354.9253	3.7096272	3.4218674	59.336723	-12.25232	-257.7014	1368.9102	30371.335307836533
79	975.60724	476.5874	1465.7501	3.5646725	1465.866	0.0	1465.866	1465.866	200.0	200.0	789999	263.02267	427.529	1104.033	-4340.844	263.01938	427.52396	1098.3143	-4268.4487	3.7918117	3.382252	52.683834	-11.649005	-261.4386	1370.9606	30660.313192367554
80	1146.2557	372.49063	1513.6362	49.186367	1463.9329	0.00012207031	1463.933	1463.933	200.0	200.0	799999	260.14703	425.60004	1093.051	-4179.056	260.14047	425.59665	1098.0239	-4194.861	3.762759	3.4409595	46.261047	-12.37803	-258.47733	1385.355	30957.229341983795
81	1188.9226	378.69968	1578.8019	21.05742	1537.8884	0.00012207031	1537.8883	1537.8883	200.0	200.0	809999	261.7744	429.7139	1094.275	-4348.705	261.7713	429.70276	1106.1915	-4313.739	3.798138	3.3878205	57.41588	-12.381126	-260.16205	1398.334	31256.522558927536
